display_title,avg_price,avg_calories,occurrence_count
FitaTuna Flakes Sachet,97.9,336.0,1
NOVA MAYONNAISE PACK OF 3,69.22,149.0,1
C2 Chocolate Drink Family Size,54.29,311.0,1
jack 'n jill condensed milk refill pack,191.38,280.0,1
Datu Puti Viena Sausage,185.87,411.0,1
Gardeni Cheese Sachet,133.47,90.0,1
argentina beef loaf family size,19.59,371.0,1
CDO Mayonnaise Bottle,6182.0,317.0,1
Purefoods Chocolat Drink Sachet,164.0,313.0,1
Argentina Potato Chips Sachet,87.21,473.0,1
Piattos Corned Beef Sachet,232.3,488.0,1
CHIPPY CONDENSED MILK PACK OF 3,115.75,396.0,1
Chippy Fuit Juice Bottle,201.9,100.0,1
Eden Potato Chips Refill Pack,104.7,103.0,1
Del Monte Shrimp Crackers Sachet,69.92,306.0,1
SKYFLAKES HOTDOG BOTTLE,168.12,271.0,1
chippy wafer pack of 3,210.06,264.0,1
argentina corned beef sachet,237.16,562.0,1
Alaska Spaghetti Sauce Refill Pack,214.68,198.0,1
century tuna mayonnaise family size,133.74,278.0,1
Nestle Pacit Canton,242.96,441.0,1
century tuna fruit juice sachet,147.7,216.0,1
Lucy Me Rice,59.85,243.0,1
Datu Puti Condensed Milk Pack of 3,42.54,303.0,1
skyflakes potato chips pack of 3,221.54,427.0,1
Jack 'n Jill Corned Beef Family Size,21.6,148.0,1
Jack 'n Jill Cookies Pack of 3,243.33,479.0,1
selecta cheese refill pack,173.38,349.0,1
NESTLE COOKING OIL PACK OF 3,132.52,484.0,1
Monde Sugar Sachet,128.16,597.0,1
Piattos Frui Juice Sachet,232.05,327.0,1
CHIPPY SPAGHETTI SAUCE SACHET,43.63,265.0,1
SKYFLAKES RICE SACHET,30.21,480.0,1
SkyFlakes Evporated Milk Refill Pack,38.91,95.0,1
NESCAFE CHOCOLATE DRINK BOTTLE,27.61,240.0,1
Eden Cookies Sachet,54.19,559.0,1
Del Monte Spaghetti auce,23.11,324.0,1
CDO Wafer Bottle,200.54,559.0,1
Eden  Tomato  Sauce  Refill  Pack,88.47,172.0,1
Jack 'n Jill Pancit Canton Bottle,209.57,470.0,1
MAGNOLIA CORNED BEEF REFILL PACK,77.73,105.0,1
555 Crackers Refill Pack,168.56,562.0,1
Argentina Chocolate Dink Sachet,24.46,362.0,1
Purefoods Chocolate Bar Bottle,192.34,535.0,1
55 Oatmeal Family Size,185.62,147.0,1
Chippy Spaghetti Sauce Bottle,134.83,583.0,1
CHIPPY SARDINES PACK OF 3,54.78,162.0,1
Bear Brand Salt Family Size,153.74,370.0,1
Fita  Shrimp  Crackers  Refill  Pack,174.93,252.0,1
nestle chocolate drink bottle,123.48,224.0,1
Century  Tuna  Condensed  Milk  Bottle,49.68,209.0,1
oishi condensed milk pack of 3,85.56,128.0,1
bear brand shrimp crackers sachet,206.03,100.0,1
MAGNOLIA BEEF LOAF SACHET,188.81,86.0,1
Century  Tuna  Beef  Loaf  Bottle,30.68,140.0,1
Magnolia Spaghetti Sauce Refill ack,151.1,183.0,1
Nova Spaghetti Sauce Family Sze,78.22,221.0,1
datu puti evaporated milk refill pack,176.5,224.0,1
Piattos Crackers achet,116.64,367.0,1
Reno WaferSachet,8286.0,302.0,1
Bear Brand ienna Sausage Sachet,114.77,577.0,1
Fita Tuna Flakes Pac of 3,236.92,250.0,1
Lcky Me Biscuits,94.66,289.0,1
Nova  Sugar  Pack  of  3,70.34,92.0,1
century tuna pancit canton bottle,159.47,372.0,1
CDO Mayonaise,58.15,162.0,1
Magnoia Chocolate Bar,162.33,565.0,1
Monde Tomato Sauce Family Size,69.76,553.0,1
555 mayonnaise pack of 3,88.65,555.0,1
Nova Spaghetti Sauc Refill Pack,168.49,200.0,1
reno vienna sausage sachet,67.94,257.0,1
Lucky Me Bee Loaf,27.93,225.0,1
cdo instant coffee pack of 3,130.33,294.0,1
Nova Rce,38.94,532.0,1
Lucky  Me  Evaporated  Milk  Pack  of  3,108.78,114.0,1
CENTURY TUNA SARDINES PACK OF 3,69.25,582.0,1
Piattos Ptato Chips Bottle,107.24,158.0,1
Magnolia Vienna Sausage Pack of 3,51.96,279.0,1
CDO INSTANT COFFEE REFILL PACK,45.39,113.0,1
SkyFlakes Chocolat Bar,119.89,577.0,1
Argentina  Spaghetti  Sauce  Refill  Pack,204.64,310.0,1
nestle mayonnaise sachet,6080.0,395.0,1
mega evaporated milk refill pack,2139.0,600.0,1
CD Mayonnaise Family Size,135.0,281.0,1
century tuna mayonnaise bottle,196.22,511.0,1
del monte vienna sausage refill pack,106.29,362.0,1
UFC Coking Oil,145.17,267.0,1
Magolia Spaghetti Sauce,244.17,546.0,1
San Migel Instant Coffee,150.25,202.0,1
Alaska Condensed Milk Refill Pack,226.19,231.0,1
Datu Pui Potato Chips Refill Pack,211.75,322.0,1
Datu Pui Spaghetti Sauce,183.56,405.0,1
Netle Crackers Family Size,135.48,150.0,1
Piattos Soy Sauce Fmily Size,99.41,132.0,1
selecta spaghetti sauce sachet,194.47,472.0,1
monde chocolate drink family size,146.57,174.0,1
reno cooking oil sachet,248.42,420.0,1
PUREFOODS SOY SAUCE PACK OF 3,167.58,80.0,1
selecta cheese sachet,19.94,433.0,1
C2 OATMEAL BOTTLE,179.18,513.0,1
Milo Sugar Family Siz,7038.0,542.0,1
555 TUNA FLAKES REFILL PACK,69.28,529.0,1
55 Sugar,70.69,575.0,1
Jack 'n Jill Soy Sauce Refill Pack,147.57,478.0,1
SELECTA PANCIT CANTON SACHET,217.12,258.0,1
Nstle Pancit Canton,120.1,258.0,1
Argentina Sardines Pck of 3,133.55,331.0,1
Mega Cooking Oi,140.33,252.0,1
Nescafe Spaghetti Sauce Famiy Size,199.19,467.0,1
ufc sardines refill pack,111.32,151.0,1
del monte evaporated milk refill pack,170.1,536.0,1
eden corned beef sachet,41.73,579.0,1
SkyFlakes Spaghetti Sauce Refill Pack,67.98,597.0,1
piattos fruit juice family size,119.18,303.0,1
FITA POTATO CHIPS FAMILY SIZE,147.66,393.0,1
DEL MONTE TOMATO SAUCE REFILL PACK,210.54,325.0,1
San Migue Evaporated Milk,102.51,186.0,1
purefoods hotdog bottle,229.77,284.0,1
Gardenia Soy Sauce Bottle,209.14,295.0,1
UFC  Condensed  Milk  Refill  Pack,78.9,415.0,1
purefoods tomato sauce bottle,229.24,200.0,1
Monde  Soy  Sauce  Sachet,146.7,406.0,1
gardenia spaghetti sauce refill pack,21.77,106.0,1
lucky me cooking oil family size,64.74,544.0,1
Fita Mayonnaise Pack of 3,162.67,199.0,1
bear brand peanut butter refill pack,2069.0,405.0,1
SkyFlakes Sardnes,55.34,120.0,1
Piattos Cheese Refill Pack,32.31,234.0,1
oishi shrimp crackers bottle,192.24,440.0,1
Magnolia Instant Coffee Refill Pack,165.18,403.0,1
Nescafe Vienna Sausage Refill Pack,113.83,580.0,1
Del Monte Spaghetti Sauce,17.69,291.0,1
MILO OATMEAL PACK OF 3,58.35,395.0,1
argentina instant coffee bottle,86.2,418.0,1
Nestle Chocolate Drink Refill ack,214.43,170.0,1
den Tuna Flakes,123.42,498.0,1
Chippy Fruit JuicePack of 3,246.46,488.0,1
Milo  Wafer,107.14,467.0,1
Nestle Rice Pack of 3,15.62,179.0,1
CDO Pancit Canton Bottle,67.24,135.0,1
milo cookies family size,107.36,206.0,1
reno hotdog sachet,173.07,448.0,1
UFC Mayonaise,206.84,579.0,1
skyflakes evaporated milk pack of 3,19.65,279.0,1
Del onte Soy Sauce,86.22,592.0,1
C2 VIENNA SAUSAGE PACK OF 3,221.36,309.0,1
Del Monte Spaghetti Sauce Refill ack,204.75,236.0,1
CDO Sadines Sachet,118.26,153.0,1
monde potato chips pack of 3,141.39,447.0,1
SelectaSpaghetti Sauce Sachet,70.8,520.0,1
SkyFlakes Oatmeal Sachet,59.5,550.0,1
NescafeSalt Pack of 3,36.09,150.0,1
SAN MIGUEL CHOCOLATE DRINK PACK OF 3,107.35,206.0,1
Fita Cheese Pack of 3,20.75,257.0,1
Selecta Soy auce Bottle,43.46,574.0,1
Ede Rice Family Size,131.24,205.0,1
Lucy Me Corned Beef,96.11,263.0,1
ega Chocolate Drink,157.53,155.0,1
Fita Evaporated Milk Bottle,229.81,398.0,1
Alaska Evaprated Milk,220.58,99.0,1
Nestle Corned Beef Bottle,62.31,162.0,1
NESCAFE CRACKERS FAMILY SIZE,59.07,470.0,1
Gardenia Chocolate Bar Pack of 3,225.02,403.0,1
Nesafe Shrimp Crackers,116.75,190.0,1
Centuy Tuna Vienna Sausage,137.68,566.0,1
den Biscuits Sachet,127.11,101.0,1
MAGNOLIA POTATO CHIPS BOTTLE,107.81,308.0,1
Piattos Cookies Family Size,129.32,484.0,1
MAGNOLIA PEANUT BUTTER FAMILY SIZE,175.03,357.0,1
Eden Panct Canton,239.14,154.0,1
Milo Tun Flakes Bottle,8780.0,600.0,1
san miguel sardines pack of 3,35.3,172.0,1
Alaska Tomato Sauce Bottle,52.44,330.0,1
MAGNOLIA BEEF LOAF PACK OF 3,114.04,225.0,1
Neste Chocolate Drink,166.39,583.0,1
Nescafe Cheese Refill Pack,44.37,472.0,1
Jack 'n Jill Condensed Milk Family Size,27.73,188.0,1
Gardenia Evaporated ilk,223.36,391.0,1
nestle hotdog pack of 3,62.41,230.0,1
Nestle Chocolate Bar Refill Pack,74.04,360.0,1
Mega Bef Loaf Sachet,130.39,189.0,1
Lucky Me Fruit Juice Pack f 3,131.34,310.0,1
Mega  Mayonnaise  Bottle,126.47,476.0,1
eden crackers bottle,218.42,190.0,1
CDO Potato Chips Pack of 3,102.64,365.0,1
FITA CONDENSED MILK FAMILY SIZE,202.46,188.0,1
Mega  Peanut  Butter  Bottle,224.19,126.0,1
Century Tuna Soy Sauce Bottle,65.26,593.0,1
san miguel instant coffee refill pack,221.18,278.0,1
MAGNOLIA COOKING OIL BOTTLE,165.13,221.0,1
fita fruit juice sachet,56.63,335.0,1
piattos mayonnaise family size,134.1,440.0,1
MILO OATMEAL REFILL PACK,105.38,170.0,1
Nova Chocolate Drnk,151.42,291.0,1
CenturyTuna Crackers,132.66,300.0,1
UFC Oatmeal Bottle,60.31,127.0,1
CDO Vienna Sauage,164.38,153.0,1
bear brand sardines family size,179.8,224.0,1
CENTURY TUNA INSTANT COFFEE PACK OF 3,164.84,287.0,1
San Miguel Crackers Bottle,244.3,179.0,1
PIATTOS CONDENSED MILK FAMILY SIZE,208.04,585.0,1
UFC Instant Coffee Bottle,131.32,437.0,1
Oishi  Tomato  Sauce  Pack  of  3,183.89,285.0,1
Milo Sugar Pack of 3,137.74,421.0,1
GardeniaMayonnaise,90.83,149.0,1
chippy peanut butter pack of 3,87.8,552.0,1
Century Tuna Tomato Sace Sachet,184.01,340.0,1
NOVA WAFER REFILL PACK,189.39,257.0,1
c2 spaghetti sauce sachet,110.96,341.0,1
ufc rice refill pack,16.8,347.0,1
Nescafe CookiesFamily Size,193.47,377.0,1
mega chocolate bar refill pack,219.87,390.0,1
Dtu Puti Sugar,63.83,302.0,1
Chipy Hotdog Bottle,22.22,481.0,1
C2 Spaghetti Sauc Family Size,226.27,556.0,1
Milo Vienna Sausage Sachet,181.95,252.0,1
Datu Puti Biscuits Sacht,196.84,125.0,1
Lucky  Me  Potato  Chips  Pack  of  3,93.86,86.0,1
Monde Peanut Buttr,24.58,376.0,1
Magnolia Oatmeal Refill Pack,199.52,410.0,1
Eden  Crackers  Refill  Pack,8095.0,477.0,1
century tuna soy sauce sachet,212.98,106.0,1
Argentina Oatmeal Refill Pack,121.22,272.0,1
RENO HOTDOG REFILL PACK,213.34,368.0,1
SkyFlakes Spaghtti Sauce,123.25,183.0,1
SKYFLAKES CHEESE FAMILY SIZE,163.71,499.0,1
555 salt refill pack,79.99,375.0,1
Argentina Chcolate Bar Family Size,230.77,115.0,1
oishi tomato sauce family size,164.8,461.0,1
Selecta  Evaporated  Milk  Refill  Pack,91.94,181.0,1
FITA SHRIMP CRACKERS SACHET,64.49,244.0,1
fita soy sauce refill pack,244.88,293.0,1
Chippy Salt Refill Pack,83.57,233.0,1
555 TOMATO SAUCE FAMILY SIZE,42.5,287.0,1
Del  Monte  Condensed  Milk  Bottle,93.01,87.0,1
Selecta Sugar Family ize,57.6,308.0,1
Fita Penut Butter,153.61,252.0,1
Lucky Me Sgar Pack of 3,202.35,370.0,1
Monde Maynnaise,218.75,298.0,1
argentina cooking oil bottle,57.49,278.0,1
Oishi Crackes Bottle,81.59,388.0,1
Jack  'n  Jill  Instant  Coffee  Refill  Pack,190.15,403.0,1
milo peanut butter pack of 3,163.45,182.0,1
UFC Biscuits Refill Pack,246.94,286.0,1
oishi rice pack of 3,226.8,519.0,1
Piattos Mayonnase Sachet,145.66,435.0,1
del monte corned beef sachet,191.68,580.0,1
555 Evaporated Milk Refill Pack,248.72,549.0,1
Gardenia Waer,182.79,384.0,1
Chippy Hotdo,138.44,291.0,1
Nova Ceese,223.46,95.0,1
Purefoods Salt Family Size,116.81,375.0,1
Alaska Mayonnase,165.16,326.0,1
San Miguel Wafer Sachet,117.53,343.0,1
Datu Puti Fruit Juic Family Size,242.15,582.0,1
mega peanut butter family size,226.26,384.0,1
Magolia Vienna Sausage Sachet,248.79,342.0,1
555 rice refill pack,25.97,426.0,1
del monte wafer family size,162.92,185.0,1
CHIPPY CONDENSED MILK BOTTLE,53.96,114.0,1
PUREFOODS RICE REFILL PACK,100.03,537.0,1
jack 'n jill evaporated milk bottle,224.7,264.0,1
C2 BISCUITS PACK OF 3,217.83,241.0,1
Magnolia Crackers Refill Pack,147.99,569.0,1
Nova Soy Sauc,249.89,81.0,1
SkyFlakes Evaporated Mil,128.16,312.0,1
Jack 'n Jill Sardines Family Size,200.63,530.0,1
San Miguel Hotdo,185.73,497.0,1
mega tomato sauce family size,201.41,355.0,1
Nestle  Beef  Loaf  Family  Size,59.29,520.0,1
Century  Tuna  Vienna  Sausage  Family  Size,107.94,537.0,1
555 OATMEAL REFILL PACK,93.45,520.0,1
Milo Tuna Flakes Pak of 3,238.65,208.0,1
PIATTOS SALT FAMILY SIZE,211.93,81.0,1
argentina salt pack of 3,177.56,442.0,1
Chipy Cookies Pack of 3,107.33,264.0,1
Nestle Cookies Bottle,131.29,366.0,1
555 Pancit Canton Bottle,24.8,484.0,1
Lucky  Me  Beef  Loaf  Family  Size,118.04,529.0,1
Del Monte Sugar Family Size,59.93,504.0,1
555 Fruit Juice Refill Pack,216.54,90.0,1
555 Soy Sauce Bottle,101.88,475.0,1
San Miguel Instat Coffee,218.77,222.0,1
UFC WAFER FAMILY SIZE,245.36,164.0,1
San Miguel Spaghetti Sace Pack of 3,82.4,295.0,1
skyflakes wafer bottle,60.86,118.0,1
NOVA POTATO CHIPS BOTTLE,41.76,94.0,1
Datu Puti Tomat Sauce Sachet,40.38,330.0,1
Selecta Tomato Sauce Sachet,116.98,307.0,1
Nova Oatmeal Bottle,144.23,318.0,1
Piattos  Potato  Chips  Pack  of  3,174.69,205.0,1
Nova Spagetti Sauce Pack of 3,21.27,317.0,1
Fit Rice Refill Pack,102.22,568.0,1
Purefoods Biscuits Bottle,58.3,483.0,1
Reno Cookig Oil Family Size,113.58,583.0,1
SkyFlakes Intant Coffee,18.74,119.0,1
Fita Cooking Oil Bottle,33.03,165.0,1
CDO Evaporated Milk Pack of 3,45.62,146.0,1
reno tomato sauce pack of 3,142.55,469.0,1
ArgentinaSalt,83.69,466.0,1
Chippy Tun Flakes,109.61,596.0,1
FITA CHOCOLATE BAR SACHET,15.45,195.0,1
Del Monte Chocolate Drink Family Size,153.36,519.0,1
Nov Cooking Oil,171.19,159.0,1
Eden Salt Sahet,165.84,591.0,1
CD Cheese,174.44,524.0,1
c2 cookies pack of 3,148.47,438.0,1
Nova afer,26.19,176.0,1
eden shrimp crackers bottle,67.86,330.0,1
reno condensed milk refill pack,108.49,442.0,1
San Migue Salt,185.09,431.0,1
Noa Wafer,108.2,265.0,1
Datu Puti Potat Chips Refill Pack,209.29,532.0,1
Magnolia Crackers Pack of 3,115.13,567.0,1
mega mayonnaise sachet,231.53,485.0,1
ALASKA MAYONNAISE FAMILY SIZE,186.82,577.0,1
nescafe cheese pack of 3,225.15,379.0,1
fita beef loaf family size,36.21,536.0,1
NESCAFE CORNED BEEF,117.11,504.0,1
Del Monte Mayonnaise Sachet,221.16,166.0,1
Piattos Chocolate Drink Family Size,171.09,282.0,1
Mega Vienna Sausage Sachet,120.54,506.0,1
datu puti sardines refill pack,66.43,258.0,1
Eden Oatmeal Bottle,28.79,340.0,1
Selecta  Sugar  Family  Size,212.2,269.0,1
Monde Spaghetti SauceSachet,189.79,270.0,1
c2 sardines pack of 3,58.89,218.0,1
Purefoods Instant Coffee Bottl,31.87,592.0,1
GARDENIA TOMATO SAUCE REFILL PACK,139.67,102.0,1
Nescafe Corned Beef Pack of 3,27.15,571.0,1
San Mguel Vienna Sausage Refill Pack,38.92,600.0,1
cdo peanut butter family size,169.04,159.0,1
555 Srdines,214.17,581.0,1
RENO RICE REFILL PACK,53.82,560.0,1
Mega Cookin Oil Refill Pack,69.9,399.0,1
MAGNOLIA CHOCOLATE BAR REFILL PACK,62.18,513.0,1
del monte vienna sausage family size,210.78,317.0,1
ALASKA COOKIES REFILL PACK,180.77,236.0,1
bear brand sardines bottle,202.6,228.0,1
nestle sugar family size,194.37,265.0,1
Jack  'n  Jill  Cheese  Refill  Pack,148.96,590.0,1
jack 'n jill wafer pack of 3,175.86,212.0,1
nestle chocolate bar bottle,100.44,93.0,1
Lucky Me Frut Juice,41.37,484.0,1
Ren Tuna Flakes,208.14,495.0,1
Magnolia  Crackers  Family  Size,156.94,405.0,1
Reno Chocolate Drink Refill Pack,68.45,142.0,1
Argentina Shrimp Crackers Sachet,25.89,593.0,1
555 Beef Loaf Family Size,241.54,99.0,1
Eden Beef Loaf Pack f 3,79.43,140.0,1
Century Tna Salt,56.25,461.0,1
BEAR BRAND RICE FAMILY SIZE,108.15,526.0,1
Gardenia Corned Beef Sachet,50.25,411.0,1
SELECTA TUNA FLAKES PACK OF 3,9808.0,97.0,1
Lucky Me una Flakes,165.69,215.0,1
Mega  Biscuits  Sachet,121.3,550.0,1
Reno  Biscuits  Sachet,130.59,128.0,1
UFC Potato Chis,23.86,192.0,1
monde cooking oil bottle,238.53,182.0,1
piattos sardines,162.69,391.0,1
mega cheese family size,56.99,419.0,1
fita wafer family size,122.61,147.0,1
Dau Puti Beef Loaf,141.4,403.0,1
purefoods crackers family size,127.89,303.0,1
Oishi TomatoSauce,225.04,234.0,1
skyflakes crackers pack of 3,214.5,437.0,1
MILO EVAPORATED MILK FAMILY SIZE,172.08,526.0,1
skyflakes rice family size,116.86,459.0,1
CDO OATMEAL BOTTLE,233.36,271.0,1
Mega Sugar Family Size,128.63,551.0,1
Reno Poato Chips,142.13,400.0,1
nova rice family size,109.01,226.0,1
555 Beef Lof,91.94,280.0,1
GARDENIA WAFER PACK OF 3,100.86,285.0,1
Pureoods Condensed Milk Refill Pack,242.68,513.0,1
ufc hotdog bottle,111.11,107.0,1
San Miuel Sugar Bottle,199.71,593.0,1
Gardeia Salt,188.12,255.0,1
ufc corned beef refill pack,27.97,384.0,1
Datu Puti Cracers,78.42,97.0,1
UFC MAYONNAISE BOTTLE,154.17,413.0,1
Jack  'n  Jill  Potato  Chips  Refill  Pack,137.67,578.0,1
piattos peanut butter family size,104.38,480.0,1
CDO  Oatmeal  Sachet,3253.0,579.0,1
Selecta Soy Sauce Family Size,57.17,417.0,1
Lucky Me Condensed Mlk Bottle,162.47,350.0,1
Arentina Fruit Juice,41.79,129.0,1
UFC RICE SACHET,200.89,142.0,1
oishi tuna flakes refill pack,57.93,347.0,1
555 Pacit Canton,84.47,106.0,1
Eden Instant Coffee Bottle,222.84,352.0,1
Pittos Fruit Juice,226.48,331.0,1
Piattos Sardines Pack of 3,155.73,525.0,1
ova Biscuits,210.5,202.0,1
Purefoods Pancit Canton Sachet,147.3,374.0,1
LUCKY ME MAYONNAISE SACHET,150.37,184.0,1
Lucky Me iscuits,168.47,266.0,1
Oisi Potato Chips Sachet,137.53,366.0,1
San Miguel Wafer Pack of 3,61.25,202.0,1
Alaska Sugar Pack of 3,220.8,397.0,1
nestle potato chips sachet,113.69,385.0,1
Gardenia Fruit Juice Refill Pack,182.6,593.0,1
555 WAFER SACHET,118.73,126.0,1
BEAR BRAND SOY SAUCE PACK OF 3,101.58,366.0,1
Del Monte Oatmeal Bottle,211.45,173.0,1
c2 cheese family size,98.18,110.0,1
GARDENIA SALT BOTTLE,50.5,92.0,1
555 VIENNA SAUSAGE SACHET,53.87,238.0,1
C2 SARDINES FAMILY SIZE,103.32,415.0,1
lucky me fruit juice bottle,205.15,401.0,1
PUREFOODS RICE PACK OF 3,128.33,476.0,1
Gardenia Mayonnaise Refill Pack,35.16,396.0,1
Alask Potato Chips,68.45,196.0,1
cdo fruit juice family size,82.59,425.0,1
Bear Brand Cooking Oil Family Size,197.65,211.0,1
Bear Brand Soy Sauce achet,180.4,328.0,1
Fita Vienna Sausage Sachet,54.43,262.0,1
Del  Monte  Cooking  Oil  Pack  of  3,29.68,256.0,1
Gardenia Sardines Sachet,224.1,373.0,1
GARDENIA PANCIT CANTON SACHET,179.6,176.0,1
Alska Beef Loaf,92.61,441.0,1
Monde Hotdog Sachet,117.4,370.0,1
555 sardines sachet,16.7,207.0,1
oishi mayonnaise pack of 3,137.51,223.0,1
MAGNOLIA SHRIMP CRACKERS BOTTLE,73.43,218.0,1
Selecta Fruit Juice Pack of 3,77.48,151.0,1
Chippy BiscuitsPack of 3,40.35,100.0,1
Gardenia Cored Beef Sachet,53.86,356.0,1
Selecta  Beef  Loaf  Sachet,202.62,88.0,1
555  Crackers  Pack  of  3,122.53,188.0,1
Century Tuna Panct Canton,207.55,363.0,1
555  Hotdog  Family  Size,126.16,439.0,1
UFC COOKING OIL FAMILY SIZE,155.74,142.0,1
Magnoia Peanut Butter,165.94,556.0,1
San Mguel Sardines Bottle,188.88,246.0,1
NOVA VIENNA SAUSAGE FAMILY SIZE,143.89,100.0,1
nova soy sauce pack of 3,173.26,344.0,1
Nestle  Mayonnaise  Family  Size,54.18,473.0,1
Nestle Shrimp Crackers Refill Pack,168.4,209.0,1
alaska crackers sachet,223.77,544.0,1
piattos fruit juice sachet,194.28,101.0,1
SAN MIGUEL HOTDOG,172.05,477.0,1
lucky me condensed milk bottle,244.24,172.0,1
century tuna pancit canton pack of 3,112.29,150.0,1
Magnolia Condensed Milk Sache,80.86,594.0,1
Fita Spaghetti Sauce Bottle,20.12,224.0,1
Mega Oatmeal Family Sie,111.67,230.0,1
Puefoods Cooking Oil,209.39,449.0,1
skyflakes cookies pack of 3,241.15,390.0,1
UC Mayonnaise Pack of 3,147.88,557.0,1
Selecta Tuna lakes,97.48,547.0,1
Mega Biscuits Family Size,195.61,417.0,1
chippy rice pack of 3,65.13,379.0,1
RENO CHEESE REFILL PACK,209.04,474.0,1
reno pancit canton family size,180.41,294.0,1
Lucky Me Rice Bottle,195.33,249.0,1
Fia Peanut Butter,97.39,596.0,1
UFC Cheese,13.77,420.0,1
lucky me beef loaf pack of 3,239.77,531.0,1
Mega Salt Bottle,205.15,123.0,1
lucky me cooking oil refill pack,168.85,566.0,1
Eden Corned Beef Pack of 3,178.9,502.0,1
Chippy Biscuits Botle,28.45,423.0,1
NOVA WAFER PACK OF 3,100.38,336.0,1
Agentina Crackers,42.85,283.0,1
Gardenia Oatmeal Pack of 3,103.5,144.0,1
Oshi Evaporated Milk,94.32,240.0,1
cdo chocolate bar pack of 3,168.99,239.0,1
NOVA VIENNA SAUSAGE REFILL PACK,184.1,135.0,1
Purefoods Chocolate Drink Sachet,217.0,499.0,1
LuckyMe Cooking Oil,161.4,514.0,1
Datu Puti Cheese Pack of 3,215.07,215.0,1
SkyFlakesSugar,190.18,526.0,1
Mnde Hotdog Bottle,120.2,358.0,1
Monde Suar Sachet,77.65,566.0,1
C2  Fruit  Juice  Bottle,205.27,108.0,1
555 SOY SAUCE PACK OF 3,52.08,131.0,1
Bear Brand Evaporated Milk Bottle,210.08,311.0,1
SkyFlakes Oatmal,81.75,286.0,1
Mega  Cheese  Refill  Pack,84.05,99.0,1
Lucky Me Soy Sauce Pack of 3,189.71,471.0,1
Monde Condensed Milk Refill Pack,121.99,223.0,1
century tuna salt sachet,93.83,131.0,1
Nestle Shrimp Crackers Pack of 3,166.42,119.0,1
estle Tomato Sauce,219.27,477.0,1
Lucky Me Shrimp Crackers Bottle,36.44,338.0,1
eden corned beef refill pack,57.85,437.0,1
San Miguel Sadines Sachet,31.54,367.0,1
Eden Sardines Pack of 3,112.95,553.0,1
Nova Slt,113.45,534.0,1
Selecta  Oatmeal  Pack  of  3,69.67,303.0,1
MAGNOLIA SARDINES FAMILY SIZE,36.12,453.0,1
MILO RICE REFILL PACK,154.88,443.0,1
Cetury Tuna Crackers,20.02,174.0,1
ufc peanut butter refill pack,69.47,294.0,1
555  Biscuits  Pack  of  3,246.24,453.0,1
Fita Cheese Bottle,130.14,407.0,1
Argentina Shrimp Crackers Refill Pack,130.25,83.0,1
Alaska Vienna Sausage Pack of 3,168.08,92.0,1
NESTLE CHEESE SACHET,219.11,132.0,1
FITA PANCIT CANTON PACK OF 3,69.23,130.0,1
Fita Evaporated Milk Pack of 3,20.92,287.0,1
DATU PUTI SHRIMP CRACKERS SACHET,50.78,322.0,1
Alaska Vienna Sausage Refill Pack,156.63,315.0,1
Fita TomatoSauce,7616.0,89.0,1
Monde Potato Chips Bottle,109.49,487.0,1
Alaska Cookes,52.02,339.0,1
ALASKA INSTANT COFFEE PACK OF 3,70.54,192.0,1
Mnde Biscuits Pack of 3,91.48,558.0,1
Purefoods Chocolate Bar Family Size,183.34,223.0,1
555 Tua Flakes,185.16,288.0,1
Alaska Sardines Bottle,143.31,287.0,1
San Miguel Wafr Bottle,5971.0,580.0,1
SkyFlakes Wafe Sachet,209.81,426.0,1
Mio Oatmeal,186.11,396.0,1
san miguel sardines bottle,216.1,568.0,1
fita cookies refill pack,167.82,121.0,1
argentina peanut butter family size,115.72,163.0,1
Reno Cookies Refill Pack,108.58,409.0,1
monde cheese sachet,105.29,585.0,1
magnolia chocolate drink sachet,218.69,386.0,1
monde potato chips family size,110.12,283.0,1
cdo hotdog sachet,200.89,446.0,1
UFC Salt Pack of 3,203.86,89.0,1
Del  Monte  Wafer  Sachet,28.44,597.0,1
Mega eanut Butter,176.21,251.0,1
purefoods condensed milk pack of 3,130.6,343.0,1
datu puti biscuits pack of 3,148.37,344.0,1
Argentina  Fruit  Juice  Bottle,49.03,200.0,1
Magnolia Spaghetti Sauce Refill Pack,216.65,237.0,1
den Wafer,26.13,105.0,1
OISHI PANCIT CANTON SACHET,50.71,226.0,1
Magnoli Peanut Butter,180.84,442.0,1
entury Tuna Sardines Pack of 3,199.24,565.0,1
Reno Vienna Sausag,79.35,228.0,1
Century  Tuna  Wafer  Pack  of  3,174.87,508.0,1
Lucky Me Wafer Famiy Size,198.65,83.0,1
Fita Insant Coffee,248.39,191.0,1
ufc vienna sausage pack of 3,181.98,524.0,1
Century Tuna Wafe,83.25,219.0,1
ALASKA COOKING OIL SACHET,130.68,257.0,1
Nova ugar,169.97,593.0,1
milo biscuits pack of 3,249.6,305.0,1
SELECTA BEEF LOAF PACK OF 3,120.3,303.0,1
Datu Puti Chocolate Bar Sachet,71.19,577.0,1
Fita Frui Juice,45.5,444.0,1
NOVA CONDENSED MILK SACHET,94.83,324.0,1
Bear Brand Wafer Pack of ,192.11,116.0,1
555 Mayonnaise Refill Pack,233.63,482.0,1
c2 fruit juice pack of 3,61.97,85.0,1
Nescafe  Fruit  Juice  Pack  of  3,237.43,362.0,1
