display_title,avg_price,avg_mileage,occurrence_count
Mitsubishi Pianto GLX,1157690.2,45893.0,1
Kia Vios Cetified,1672715.72,67919.0,1
Chevrolet CX- VGT,1767424.69,186769.0,1
Hyndai Vios LE,1634014.75,111744.0,1
uzuki City Sport,252528.04,199594.0,1
Hyndai Innova GLX Nego,1430570.34,177528.0,1
Suzuki Xpaner LE,979662.21,91602.0,1
Isuzu Accent Sport USH,1610970.4,235341.0,1
Toyota Xpander LX,932738.69,127784.0,1
MG EoSport Sport,1872088.24,185039.0,1
MG TucsonGLX RUSH,972702.64,103738.0,1
Toyota ivic GXL,336402.85,132733.0,1
Nissan Vis Sport Preowned,1057223.24,69457.0,1
Mitsubshi Wigo VGT,1674395.24,144454.0,1
Ford Sportage Certiied,459792.13,64741.0,1
suzu Ertiga AT,1775594.37,243385.0,1
Hoda D-Max LE,1784942.57,226149.0,1
Cevrolet Innova GXL,285101.98,217001.0,1
Chevroet Xpander GLX,754046.52,159937.0,1
MG HR-V Sport Certfied,1477297.79,99489.0,1
azda Tucson XLE,1219538.28,244623.0,1
Foton ViosAT,1626214.84,134240.0,1
Chevrolet Accet VGT,902424.81,96431.0,1
hevrolet Montero Sport XLE,1219675.42,201508.0,1
Chevrolet Vios GL egotiable,443372.87,141014.0,1
Foton EcoSpot MT,393006.13,200656.0,1
Ford Vios Negotible,1160592.16,157789.0,1
Mitsubishi Fortner GXL,946946.15,34777.0,1
Toyota Almera GLX Neg,1493690.09,188879.0,1
Suzuki Tucson GXL URENT,623926.33,43235.0,1
Mazda Wgo GLX,549891.52,128285.0,1
yundai Mirage MT,1277562.24,86488.0,1
Nissn Vios MT,1582935.37,54090.0,1
Ford Xpande AT,205765.88,86508.0,1
Geey Fortuner Sport,1721689.61,17846.0,1
Cevrolet Wigo VGT,669046.58,216841.0,1
Toyota Almer VGT,797354.97,111946.0,1
Fotn Xpander GLX Certified,681324.24,213860.0,1
For Navara GLX RUSH,194612.06,121404.0,1
Kia Fortuner RGENT,857084.09,90587.0,1
Fton EcoSport GL,688140.54,136835.0,1
Cevrolet Accent VGT,1451294.6,229987.0,1
MG Tucson Sort,1760666.01,28381.0,1
Ford Ertia AT,1657461.2,204760.0,1
Honda Rager AT Nego,542228.67,137469.0,1
Nissan CR-VSport Nego,1650397.77,236558.0,1
Suzuki Innova LE Peowned,1092098.0,112262.0,1
Mitsubishi SportageXLE,1859786.03,35466.0,1
FotonAccent GLX,756951.11,22330.0,1
Ford Vis GLX,1793627.75,115905.0,1
Gely Xpander GXL,289497.18,109356.0,1
Geely Inova GL,1909424.0,6348.0,1
Isuzu BR-V Sort,1102313.14,149212.0,1
Ford BR-V VGT Negotiabe,1941535.53,172139.0,1
Toyota Sprtage GL,376228.84,76708.0,1
Hyundai Vos XLE,537033.46,28348.0,1
Foton Innoa AT,1971984.42,222252.0,1
Fton Ranger LE Preowned,1610644.28,198548.0,1
Chevrolet CR-V XLE Negtiable,1565591.99,104040.0,1
Suzuki Xpande GXL,1085234.23,119535.0,1
Hyundai HR-V URGEN,367397.68,234233.0,1
Chevrolet Navara port,1817363.81,77091.0,1
Nisan Picanto Sport,554354.56,14095.0,1
suzu Mirage XLE,161608.86,171352.0,1
Chevrolet Sportage URENT,561531.23,155267.0,1
MG Xpander egotiable,914894.05,5905.0,1
MG Picanto XL,683232.71,181303.0,1
Suzuki irage LE,1459599.58,17623.0,1
Toyota Picanto GX,1105030.31,205070.0,1
Mitsubishi Picanto URGEN,955610.67,132666.0,1
ord CR-V VGT,307598.93,108937.0,1
HondaInnova LE,961085.96,212755.0,1
Nissan City RUS,1779547.58,184219.0,1
Mitsubishi ViosVGT,1133061.4,21170.0,1
Suzuki Almra AT,918711.27,98264.0,1
Hyundai Eriga GXL,222220.73,100856.0,1
MG Fortunr MT,1247748.91,96818.0,1
Honda CR-V G,1477080.67,111174.0,1
Suzuki Xpandr GL,475477.48,169030.0,1
Toyota HR-VAT,878622.4,210462.0,1
Foton Almera URGEN,1414099.8,57422.0,1
Kia R-V AT,1602138.26,109418.0,1
Mazda Xpander GL URGNT,1843640.06,229379.0,1
itsubishi Vios XLE,627723.01,74016.0,1
Hyundai rtiga XLE,1876597.96,143131.0,1
Ford Ranger Spot,1635402.35,105160.0,1
Isuzu CX-5 RUS,274739.5,181437.0,1
Iszu Wigo VGT Nego,1378379.41,75016.0,1
Mazda R-V GL,529465.92,147553.0,1
SuzukiCivic Sport,1755036.62,179474.0,1
Cherolet Navara VGT,1613572.19,72981.0,1
Chevrolet MU- MT,240863.03,164202.0,1
Nissan PicantoGXL,219961.88,162181.0,1
Mitsubishi Vios LE Negotable,646273.1,11956.0,1
Mazda Picanto Spot,1289213.37,181212.0,1
Honda Mirge GXL,556377.14,76164.0,1
Fod Fortuner Sport,1762440.04,141405.0,1
Kia -Max LE,524933.44,139827.0,1
Mitsubishi Montero Sport GLX Negotiabl,1897180.92,52114.0,1
MG pander GXL RUSH,1257251.79,118183.0,1
GeelyCX-5 Sport RUSH,1879582.23,102320.0,1
Nissan Picanto E,1726423.34,50928.0,1
Honda Ertia GL Negotiable,319168.15,152328.0,1
Honda Accent GL Preownd,1368931.41,103404.0,1
MitsubishiEcoSport GL,525389.06,201489.0,1
Mazda Xpader MT,1332063.17,99845.0,1
Cherolet Montero Sport MT Negotiable,604529.01,147903.0,1
Hond Xpander GLX Negotiable,1559582.46,153828.0,1
Honda CX-5 Cetified,1031043.83,212179.0,1
MG City GLURGENT,1044676.15,164194.0,1
Kia BR-V AT Negotiabl,770093.24,59421.0,1
Ford Vio XLE,949098.24,78573.0,1
Nissn Navara XLE,999374.84,229018.0,1
Toyota Rangr GLX,1263172.54,21922.0,1
Nissan MU-X A Negotiable,1480932.01,172295.0,1
Honda InnovaGL RUSH,701997.81,9657.0,1
MG Accent AT Preoned,1006205.36,91871.0,1
Toyota igo AT,1511336.21,144807.0,1
Mitsubishi Rnger AT Nego,359537.33,48642.0,1
Geely Navara Negtiable,817586.59,114119.0,1
MitsubishiInnova Preowned,919774.68,36685.0,1
Toyota Ertig,1907176.33,18854.0,1
suzu Fortuner GL,892493.4,222451.0,1
For Ertiga AT,619248.32,94516.0,1
Foton igo GXL Nego,1540562.16,43500.0,1
Ford Fortuner Negotiabe,1018380.44,165745.0,1
IsuzuXpander LE,1470615.95,85753.0,1
MG Almer GL,1180197.01,84612.0,1
G MU-X MT,822064.57,154170.0,1
MG Mirag GXL,1913747.46,107358.0,1
MG Xpander RUS,1285722.59,122969.0,1
Geely Sportag VGT,489519.07,74059.0,1
issan Navara GXL,392604.26,162765.0,1
Kia FortunerNEGO,857586.88,190233.0,1
Isuzu H-V LE Preowned,671456.67,144362.0,1
MG Montero Sport LE Negotable,1377060.19,81819.0,1
Ford Fotuner XLE,1617463.42,85678.0,1
Chevrolet Xpader Sport,1745784.73,10982.0,1
Fotn D-Max Preowned,1641703.06,113041.0,1
Mitsubishi Xander MT,1118107.34,145685.0,1
Fotn CR-V AT,263734.06,122430.0,1
Honda Wigo Cetified,899744.49,66942.0,1
Honda Etiga MT Negotiable,1136807.23,59367.0,1
Iuzu City LE NEGO,1138596.61,81356.0,1
Nissan City Spor,1551998.89,180248.0,1
Foton MU-X Crtified,469410.33,113798.0,1
Iuzu Xpander Sport RUSH,1866605.76,113729.0,1
Isuzu CR-V GLX Neo,1760875.82,199255.0,1
Hyunai CX-5 GXL,727242.72,138111.0,1
Chevrolet EcSport AT,284127.6,148824.0,1
Chevrolet lmera GLX,848883.62,143974.0,1
MG Wgo GLX,301248.47,176367.0,1
Nissan Tucson XLE Negotiabl,1929358.99,58212.0,1
Foton coSport MT Certified,1308516.68,173386.0,1
Hyundai Almera Sport URGEN,1037410.62,188832.0,1
Iuzu Accent GLX,1958549.02,169858.0,1
Nissa Almera GL,374199.37,154486.0,1
Nisan Ranger GL,740179.51,156163.0,1
Mazda Sortage GLX,1862757.84,194705.0,1
Honda Almera Sort,1772338.5,131321.0,1
Nissan Civc GL Nego,243168.13,31512.0,1
MG coSport VGT,1894766.35,222868.0,1
onda Wigo Sport,1505252.97,86135.0,1
azda CR-V MT,473595.77,83752.0,1
FotonMontero Sport AT,484997.51,30819.0,1
Suzuki CR-V GXL Negotible,354446.72,77441.0,1
MG MU-X USH,453448.3,184121.0,1
Chevrolt Ertiga AT,1271646.77,199453.0,1
Toyota Vios AT Negotiale,1856195.53,106238.0,1
Ki Xpander LE,159987.85,19715.0,1
issan EcoSport XLE,1136208.16,200671.0,1
Hyundai Nvara GL,1738574.59,29328.0,1
oton Picanto GXL,1767695.23,151924.0,1
Chevrolet Ertga MT,1080950.83,190549.0,1
Mazda CX-5 VG,978302.91,223273.0,1
Chevrlet Accent VGT,1560676.07,137456.0,1
Hyundi Vios MT,1199072.47,66848.0,1
Nissan Pcanto GL NEGO,1439113.01,101869.0,1
Kia Raner XLE,1927025.19,235232.0,1
Isuzu Civi LE,975722.86,241675.0,1
MG Picanto Negotiale,461936.09,186888.0,1
MG RangerRUSH,607388.34,144709.0,1
MG portage XLE,386644.53,212788.0,1
Mitsuishi Sportage GXL,249271.16,97237.0,1
Mitsubishi BR-V NEG,1805738.94,248013.0,1
Ford Accent Cetified,1131387.15,169115.0,1
Toyota Montero Spot LE NEGO,1936996.69,144486.0,1
For Ranger VGT,1425177.73,139284.0,1
Toyoa MU-X VGT,678926.14,237070.0,1
Nissan Vios GXL URGNT,987060.78,93375.0,1
Mazda Almera URGNT,1084285.47,116779.0,1
Honda Ranger USH,924725.65,114457.0,1
Honda Xpander G URGENT,249178.96,23902.0,1
Geely D-Max XL,1772160.74,108453.0,1
Isuz BR-V MT,929078.1,172969.0,1
Nissan CR-V RUH,636250.39,157139.0,1
MG Tuson XLE,392627.11,207300.0,1
MG ucson GL,1658198.95,141732.0,1
MG Ertiga LE URENT,701714.02,43486.0,1
Hyundai Innoa LE,1339508.36,66031.0,1
Foton Montero Sport Negotiabe,1391627.6,124319.0,1
GeelyVios GL,581618.49,149513.0,1
Nissan EcoSportGXL,150760.74,239020.0,1
Geely Montero Sport LX,754762.76,10359.0,1
Chevrolet Rnger XLE Certified,346088.13,62942.0,1
Toyota D-ax GL,1368025.9,152288.0,1
yundai City MT,302393.14,209891.0,1
Mazda Montero Sprt LE,945191.03,146159.0,1
Isuzu Ciy AT,526167.55,222643.0,1
Hyundai Ertiga LE Negoiable,1949292.17,201771.0,1
Fod HR-V GL Certified,990482.69,88382.0,1
Foon Almera AT Negotiable,716218.48,68833.0,1
Mitsubishi Accent AT Certifed,1153588.54,139788.0,1
MG HR-V M,1728402.95,197401.0,1
Geely Picanto GLXPreowned,1472901.63,166081.0,1
Foton InnovaGLX,794001.49,87319.0,1
Suzki Vios GXL Negotiable,978140.61,40447.0,1
Toyota BR- Sport,1170908.89,46261.0,1
FotonXpander LE,716325.4,162798.0,1
MG Mirage XLERUSH,392548.64,190758.0,1
Honda CX-5 Neg,1889462.64,187132.0,1
Ford Vios MT Neg,526875.14,60644.0,1
Isuzu EcoSport L,1362908.54,232774.0,1
Kia C-5 MT Negotiable,1973297.28,192910.0,1
MG Innoa MT,528570.92,245070.0,1
Misubishi BR-V LE,1970494.9,64750.0,1
Kia ivic MT,1788350.69,84453.0,1
Isuzu ivic MT RUSH,789347.5,86237.0,1
Kia MU-X E,1310246.52,29015.0,1
Mazda HR-V GL Peowned,163335.73,89942.0,1
Hundai HR-V VGT,319944.11,108738.0,1
Foton Innov GXL,1952929.28,144223.0,1
HondaFortuner GL URGENT,1064079.44,182591.0,1
Kia Wigo AT Neotiable,1711783.06,87925.0,1
Hyundai CX-5GXL,350656.49,54894.0,1
Geely Montero Sport URGEN,725461.99,58914.0,1
For Mirage GLX RUSH,500324.69,216763.0,1
Chevrolet Range Sport,1724719.23,65794.0,1
Isuzu Ertig GL,1063978.58,93559.0,1
Chevrolet Ertig MT,1060371.77,178691.0,1
Nissan CX-5 NGO,1147820.99,26956.0,1
Hond Almera MT URGENT,444994.73,46999.0,1
Iszu City VGT,524133.42,161453.0,1
Toyota Spotage GXL,387161.4,131522.0,1
Mitsubish CX-5 XLE,1175340.8,81164.0,1
Suzui Accent LE,1704620.26,122121.0,1
Mitubishi Wigo GXL,977874.42,116805.0,1
Mazda CR-VAT,1648079.09,124289.0,1
Nssan Civic MT,883233.82,236857.0,1
suzu Ertiga GLX NEGO,357918.55,88698.0,1
Suzuki Inova AT,1425464.02,182492.0,1
Chevrolet Picanto Neg,221498.73,72904.0,1
Isuzu Accent GX Negotiable,1192764.25,153051.0,1
Isuzu CX-5 VG RUSH,1231718.74,179070.0,1
Mazda CX-5 ATURGENT,1796066.31,122496.0,1
Nissan Almera Negotable,736168.83,1841.0,1
Toyota Rager Sport,672761.56,32246.0,1
Toyota Vios E,284927.33,73000.0,1
Suzuki Innoa GXL,153211.68,11776.0,1
Suzuki Xpander EGO,821766.32,88199.0,1
MG CX-5 Spot,1126572.68,162681.0,1
Chevrolet EcoSportVGT RUSH,1130164.79,20361.0,1
Toyota D-Max Negtiable,220131.0,10992.0,1
ord Almera GLX,934292.19,39077.0,1
Toyota Almera G,1036323.09,68750.0,1
Isuzu Rangr GXL,1569591.0,136444.0,1
MG EcoSpot VGT,984261.39,28349.0,1
Hona CR-V VGT,655010.02,237872.0,1
Isuzu M-X GL,1436738.42,171062.0,1
MG Mirge VGT,954261.64,224946.0,1
Szuki MU-X VGT,430504.27,230409.0,1
Nissan CX-5 GLX Neo,1750181.83,60530.0,1
Ford D-Mx VGT,861413.62,247828.0,1
Suzuki Civic Spot Negotiable,522175.28,110068.0,1
Hyundai Xpander MT Certifed,355601.96,210046.0,1
Kia Alera GXL,1478075.3,192603.0,1
Hyundai BR-V VG,227974.95,235285.0,1
Isuu Almera XLE,740068.94,216090.0,1
Suzuki Picanto XLE RUH,346153.36,70002.0,1
Honda Wigo GLX Preownd,1962576.23,130448.0,1
Geely WigoRUSH,1617422.82,48239.0,1
Suzuki Almer MT,1131515.5,173248.0,1
Chevroet Innova LE,711008.6,211701.0,1
Nissan MU- MT,1988236.55,232529.0,1
Mazda Ertiga URENT,353996.81,5234.0,1
Ford Montero Sport GLX RGENT,378237.07,121498.0,1
Mitsubishi HR-V NGO,656342.02,190183.0,1
Nissan Xpnder XLE,493770.64,45068.0,1
Chevrlet Sportage GLX NEGO,1471537.22,212196.0,1
Nissan EcoSport XL,332015.09,35740.0,1
Chevrolet Xpander RUS,1530545.97,242267.0,1
Ford Sportage Peowned,1167958.22,214424.0,1
MG XpanderSport,1497956.85,22214.0,1
Suzuk Sportage AT,1037103.15,9189.0,1
Misubishi Vios LE Certified,827665.04,80560.0,1
Toyota BR-V ATURGENT,588797.37,249007.0,1
Geely Mirage GLX RUS,1505280.95,132295.0,1
Honda MonteroSport XLE URGENT,1435258.0,249506.0,1
Hundai Civic GL,1156920.18,248955.0,1
Geely MirageLE,942576.58,114624.0,1
Hnda HR-V GLX,832270.5,125463.0,1
Honda Almera XLE reowned,1851661.5,108847.0,1
Isuzu Tucson Sport Negotiabl,1232474.66,95128.0,1
Honda Sportage Peowned,742000.5,18750.0,1
Isuzu C-5 LE,308364.23,154536.0,1
Honda CX-5 M,1612318.59,93782.0,1
Chevrolet Montero Sort XLE,506009.4,124195.0,1
oyota Vios XLE,1672302.31,91951.0,1
Nisan MU-X AT Nego,1891611.49,12657.0,1
Suzuki MU- GXL Nego,690430.94,115641.0,1
Mazd Tucson XLE,1440702.67,45727.0,1
Suzuki B-V XLE URGENT,1632542.07,41072.0,1
Geely TucsonGXL,780946.24,24557.0,1
itsubishi MU-X Sport,1913709.98,191710.0,1
Mitsubishi RangerNego,1060156.21,77468.0,1
Mitsubihi CX-5 Sport,1846426.43,88257.0,1
Toyota Navara Prewned,281144.6,75853.0,1
itsubishi Innova XLE,1141921.39,93734.0,1
Maza Ranger LE,1900110.68,225425.0,1
Fotn D-Max AT,1060153.81,231157.0,1
Ka Almera VGT URGENT,1866422.16,144491.0,1
Mazda Range GL,1560771.72,52137.0,1
Hyunda Navara AT,899287.26,175600.0,1
Ford Ertiga T,473316.07,134609.0,1
Isuzu Fortner VGT Nego,1963979.34,192995.0,1
Foton Etiga VGT,259569.83,75736.0,1
KiaMU-X Sport,487845.86,237905.0,1
Nissan Almera VGT Ngo,1637611.51,233932.0,1
Toyota Vios SportRUSH,1183718.64,24181.0,1
Mitsubihi BR-V Sport,499280.24,249508.0,1
Suzuki Sportae GXL,1801064.92,235891.0,1
GeelyAlmera Sport,1568468.92,132554.0,1
Toyota CR-V Cetified,1235014.53,105154.0,1
MG HR-V XE,1451808.69,83126.0,1
Nissa Picanto GLX,1212646.25,61512.0,1
Nissan FortunerVGT,1798009.41,94401.0,1
Kia HR-V VG,1024203.22,163892.0,1
Foton Fotuner GLX,1166886.82,209584.0,1
MG Xpander EGO,1941901.78,216895.0,1
Hyundai Tucson ertified,610353.02,176158.0,1
ChevroletCR-V GLX,1863915.99,233202.0,1
Nissn BR-V LE Nego,1369380.59,204775.0,1
GeelyFortuner XLE,1518768.28,204244.0,1
Szuki BR-V LE,1069543.07,94254.0,1
Hyundai Sportae GL,167625.45,15012.0,1
Chevrolt MU-X GXL Certified,1483913.79,15528.0,1
Foton Civic GLX ertified,1055191.91,141538.0,1
Isuzu Ranger Spor,1777638.23,228835.0,1
Ford EcoSport Sort,1514830.14,241899.0,1
Ford ViosXLE Preowned,265357.61,194314.0,1
Geely Xpander egotiable,1190104.34,212518.0,1
Fod Navara GLX NEGO,554490.97,131296.0,1
Mazda Tucson T,555323.01,27041.0,1
Chevrolet RangerNego,851197.77,98768.0,1
Hona Picanto XLE Certified,1002998.91,150126.0,1
Hyundai nnova VGT,710614.89,137266.0,1
Kia Montero Sport GL RUS,539762.53,20521.0,1
Mitsubihi Xpander GXL Preowned,375963.17,79796.0,1
Mitsubishi Ciic AT,578386.13,82779.0,1
Isuzu AlmeraSport,1102853.92,6263.0,1
Chevrolet Almera VG,1641922.14,65172.0,1
Foton ios GLX NEGO,1576431.57,192071.0,1
Kia irage VGT,787336.44,24818.0,1
Toyota Ertiga Ngo,1564142.4,217354.0,1
MitsubishiPicanto MT,533468.85,92726.0,1
Kia Ranger XE,335820.84,99801.0,1
MG Xpaner MT,1396029.38,125426.0,1
Mitsubishi igo XLE,1357501.19,46631.0,1
Foton Picant AT,402630.29,174811.0,1
suzu CR-V MT,1166416.46,20540.0,1
Ford Xpandr GL,346929.32,146988.0,1
Hundai CX-5 GLX,1431552.54,59078.0,1
Nissan Ranger Preoned,1598062.45,147299.0,1
Geely Ertiga NEG,820133.79,14707.0,1
Ford MU-X L,1573359.92,38082.0,1
Mitsubishi Vios Spot,795484.73,68953.0,1
Foton EcoSportAT,351369.27,67305.0,1
Ford Picnto MT Preowned,937955.42,203179.0,1
Foton CR-V Negotible,652150.43,85572.0,1
Suzuki Vos AT,1566574.24,24632.0,1
MG HR- MT,611380.56,210906.0,1
Toyota CX-5VGT RUSH,953647.59,105907.0,1
Toyot Sportage Sport Nego,1011272.38,114987.0,1
Geely Ranger NEO,1007827.49,23718.0,1
Kia Innova URGET,954991.75,226748.0,1
Hyundi Fortuner GLX,1746234.99,207484.0,1
Geey CR-V VGT,1226360.35,34486.0,1
Kia TucsonAT,1545243.06,133760.0,1
Ford Tucson Negotiale,201315.7,158436.0,1
Isuzu Vios M,1577932.02,122269.0,1
Mazda ity MT,1967839.99,19315.0,1
Nissan Fortuner T,1968725.3,3748.0,1
MazdaWigo XLE URGENT,1900886.18,240799.0,1
Honda D-Max Neg,562875.72,226602.0,1
Honda Civic G,1784226.23,43702.0,1
Ford Tucson Sport URGEN,1705799.41,26938.0,1
Honda D-Ma MT,1419955.51,85584.0,1
Honda D-Mx GL,1679493.56,180022.0,1
Hyundai BR-VXLE Certified,1044565.79,76448.0,1
Mitsubishi Mirage LE Neg,1070912.18,207926.0,1
Mazd Tucson GXL,1427115.25,135271.0,1
Nssan Ertiga GL Nego,170229.24,85642.0,1
Isuzu Accent GXL Neotiable,1924695.3,219712.0,1
oyota D-Max VGT,856959.45,54008.0,1
Chevrolet Sportage XL,766072.67,88548.0,1
Foton R-V VGT,399056.22,114718.0,1
SuzukiXpander VGT,591231.23,158806.0,1
M Picanto AT,1545432.23,221564.0,1
Kia EcoSport GL RSH,1802389.86,203361.0,1
Geely Fortuner XE,1123947.0,46083.0,1
Mitsubishi Rager VGT,624084.27,187263.0,1
Geely ViosXLE,1033361.8,43385.0,1
Nissan Tucon Sport,1920091.81,224446.0,1
uzuki CR-V GLX,497107.56,28131.0,1
Mazd CX-5 VGT,646097.58,30421.0,1
Ford rtiga Sport,1962376.01,198387.0,1
ToyotaVios GLX,960098.98,101731.0,1
FordAccent GL,724457.29,110586.0,1
Geel Sportage VGT Nego,890552.68,48633.0,1
Isuzu Almera XE,742254.57,168987.0,1
ToyotaCity LE,488021.58,237380.0,1
Iuzu Navara VGT,1083429.28,243475.0,1
Honda Picato VGT,241088.37,128454.0,1
Ki BR-V GL,1897176.29,20102.0,1
ChevroletMU-X VGT,676265.5,24310.0,1
MG Innva AT URGENT,1837697.6,107230.0,1
Geely icanto MT RUSH,969928.81,189604.0,1
Geely -Max XLE,1505003.21,133134.0,1
Honda Tucso Sport,1761587.3,154745.0,1
Suzuki nnova AT,887162.94,102400.0,1
For Vios GL,557264.31,78003.0,1
Ford Almera G,214773.88,176737.0,1
Fotn Ertiga GXL URGENT,1553551.4,219109.0,1
Geely XpanderVGT,1489218.09,188604.0,1
itsubishi Picanto Sport,1872819.74,42192.0,1
Hyunda Sportage XLE,1469350.62,131094.0,1
Isuzu Navaa Sport,1552418.0,40606.0,1
Mazda CR-V GXL Negoiable,674475.67,119981.0,1
Mazda ity Sport,668719.06,100194.0,1
Kia irage LE RUSH,497572.31,198550.0,1
Chevrlet MU-X VGT,1308493.59,151431.0,1
Chevrolet Innova GX,758209.5,101806.0,1
Toyot Ranger AT,1429498.23,199729.0,1
Ford Xpander VG,712053.23,37311.0,1
Geey HR-V VGT,1479507.77,163806.0,1
Hyundai MU-X Preowne,1112354.59,9930.0,1
Mzda Ertiga GXL,481829.12,81100.0,1
Tyota Vios GXL Negotiable,174529.53,172219.0,1
G CX-5 GL,542859.17,149282.0,1
Geely Wigo URENT,737984.02,88344.0,1
onda Ranger AT,837836.41,7194.0,1
MG Etiga GXL,490479.38,31650.0,1
Kia C-V VGT,761459.45,89634.0,1
Mitsubishi Montro Sport Sport,1950783.79,24699.0,1
Szuki BR-V AT,215794.83,158704.0,1
Misubishi Navara VGT,1520988.24,19754.0,1
Ford BR-V XE,868602.63,58144.0,1
Isuzu HR-V XL,1349584.38,190995.0,1
Geely Sportage T,1298869.4,27452.0,1
Chevrolet Accent Spor,929034.71,41237.0,1
Honda CX5 MT NEGO,486033.46,211850.0,1
Foton B-V LE,1281107.69,234485.0,1
Ford PicantoLE,365089.24,208822.0,1
Hyundai CX-5Nego,490127.2,230055.0,1
For Innova MT,991572.16,3718.0,1
Geely Fotuner GLX,903877.58,219087.0,1
Hyundai MU-X URGNT,1966535.55,5004.0,1
Nissan Picanto ego,1272273.57,224946.0,1
Suzuk HR-V GLX,855512.53,24078.0,1
Isuzu Montero Sport MT egotiable,1454322.31,191769.0,1
Mazda MU-X URGEN,411463.09,40034.0,1
Geely Ertiga Preoned,1710120.74,70068.0,1
Kia Monteo Sport GL,958111.9,228345.0,1
Chevrolet C-V AT Preowned,494646.96,14309.0,1
MG Ertiga M,1884162.88,105896.0,1
Mitsubisi HR-V Sport,792231.52,37878.0,1
Mitsubishi Cit MT,1850617.72,1369.0,1
MG EcoSport GL Certifed,1813177.24,113258.0,1
MG Picano VGT,395899.86,223475.0,1
itsubishi Sportage Sport NEGO,1119578.74,190798.0,1
Kia Foruner AT Nego,1934668.7,160563.0,1
Honda CX-5 Sprt,1654969.21,240199.0,1
MG ortuner AT,180149.13,245082.0,1
Chvrolet Ertiga VGT,271734.66,227295.0,1
Geely Mirage RSH,1292460.73,43196.0,1
Foton Sortage VGT,554774.65,100180.0,1
Honda Fortuner Peowned,877588.27,17562.0,1
GeelyVios MT,1011116.83,46489.0,1
Geely Tucson Peowned,1145099.21,205137.0,1
Geely Ertiga L,871575.67,168077.0,1
M Wigo GL,497109.65,191664.0,1
Hond EcoSport MT,168037.13,123158.0,1
Ford Acent LE,1305879.82,69945.0,1
Nissan Spotage XLE,1084286.96,65728.0,1
Honda Fortner GXL,1551155.0,85011.0,1
Mitsubishi Vios ego,897209.25,116221.0,1
Hundai Almera MT,1912617.09,239874.0,1
Isuzu B-V Sport,1379441.03,103686.0,1
Cevrolet Accent GLX,806299.09,110131.0,1
Isuzu CX-5 XL,1023919.61,81030.0,1
Nissan NavaraMT,1070428.4,176165.0,1
Hyundai anger LE,537439.2,129624.0,1
Mzda Fortuner LE Negotiable,651843.58,178327.0,1
Ford BR-VXLE,1087357.52,223260.0,1
Suuki EcoSport VGT,1890233.75,234398.0,1
Szuki Almera,1082460.22,193798.0,1
Toyota Fortuner URGET,709392.81,12796.0,1
ToyotaCity MT,1771060.67,21090.0,1
Toyota Civc GXL Certified,1307603.5,73185.0,1
Mitsubishi ErtigaURGENT,614274.69,58208.0,1
MG irage XLE,1235865.54,40433.0,1
Suzuki Innva GLX,489196.96,47578.0,1
Ford Range XLE Certified,1522398.38,224435.0,1
Geely Sportage EGO,1023260.9,122348.0,1
Geely Vios A,707511.04,220547.0,1
Foton Nvara XLE,1153339.78,183302.0,1
Fotn HR-V LE,1516325.36,151202.0,1
Toyota D-ax Sport,1364887.26,63334.0,1
Hundai City Sport,1043010.34,40109.0,1
Honda ity XLE,1714339.37,197830.0,1
Honda Tucson A,1494440.41,77496.0,1
MG ontero Sport XLE URGENT,1373923.09,143491.0,1
Geey Xpander VGT Negotiable,205482.26,39255.0,1
Gely Navara MT,1533698.72,248660.0,1
Nissan Vios M,953313.51,136282.0,1
Chevrolet Navaa,724413.06,126723.0,1
Geely Accnt LE NEGO,1762375.21,23191.0,1
Foton Wig XLE,162436.26,29349.0,1
Kia Cit GL,673427.45,235511.0,1
NissanAccent GL,826411.16,210533.0,1
Mitsbishi Vios GL,265797.78,150664.0,1
Mitsubishi Tucson Prewned,1135463.63,146106.0,1
Kia Ertig LE,1557303.12,171645.0,1
Ford D-Max A,1880038.55,111539.0,1
Honda Rager VGT,217069.94,139140.0,1
Hyundai Pianto GLX,675351.82,182547.0,1
Mtsubishi Montero Sport GLX Certified,730068.98,35868.0,1
Foton CX- GLX,1632226.24,37391.0,1
Foton D-Max LE Prewned,1097527.07,240536.0,1
MGPicanto LE,208143.76,248360.0,1
Mazda MU-X GX,1043915.52,239249.0,1
Nissan CX5 GLX,1671045.06,80537.0,1
Isuzu Amera GXL,940110.69,180322.0,1
Nissan HR-V Sport Neotiable,1238913.47,175964.0,1
Hyundi City VGT,1275985.66,217882.0,1
ToyotaCivic XLE,1553281.86,171586.0,1
Chevrole CR-V GLX,1191313.05,200733.0,1
Mazd Fortuner Sport,375106.62,59257.0,1
Hyundai Alera GXL,1385515.49,240426.0,1
Chevrolet Vos GLX,1077502.71,207711.0,1
Suzuki Navara LE RSH,720808.03,122515.0,1
Mitsubishi Xpander Cerified,1332348.31,170359.0,1
Mitsubishi Almra GL,156571.92,196185.0,1
suzu Vios AT,1687143.44,57365.0,1
Chevroet Sportage,760496.08,177295.0,1
Toyota MU-X EGO,1529129.66,113960.0,1
Kia Wio MT,1954167.71,46840.0,1
Mitsubishi Picanto Certfied,1378540.66,129203.0,1
Ford Sportage GL UGENT,1298485.29,4144.0,1
Nissan HR-V Neo,1969913.71,232073.0,1
Hyunda Wigo AT,625698.18,160350.0,1
Mitsubishi Ertiga URGEN,706504.64,22057.0,1
Ford ViosRUSH,1090641.28,178304.0,1
