Listing_ID,Car_Title,Price_Raw,Source_Platform,Date_Scraped,Mileage_Raw
31459,Hyundi CR-V Negotiable,847944.70,Toyota Certified Pre-Owned,2024-03-03,"223,649 KM"
31460,Isuzu Accent,1535520.12,Toyota Certified Pre-Owned,2024-03-14,41400 km
31461,Mazda Picant,1409269.04 php,Toyota Certified Pre-Owned,2024-03-04,116941 km
31462,mg tucson gl,$1537653.19,OLX,2024-03-26,146674 kms
31463,ISUZU XPANDER GXL,840115.59,AutoDeal,2024-03-05,118128 km
31464,Hyunai Fortuner,1988701.81,Carmudi,2024-03-15,210484 km
31465,MAZDA HR-V,1286782.36,Honda Cars Pre-Owned,2024-03-12,"79,036 KM"
31466,toyota wigo xle,1424556.59 php,Honda Cars Pre-Owned,2024-03-09,180283 km
31467,Suzuki Ranger XLE,"1963392,85",Facebook Marketplace,2024-03-09,104735 km
31468,MG Vios NGO,1960595.97 php,Carmudi,2024-03-23,188830 km
31469,Geely Almera Sport,648987.33,Toyota Certified Pre-Owned,2024-03-08,246878km
31470,oton Sportage Certified,461114.14,Toyota Certified Pre-Owned,2024-03-20,29632 km
31471,kia cr-v urgent,627491.18 php,Facebook Marketplace,2024-03-12,174117 km
31472,Chevrolet City MT,1050583.88,AutoDeal,2024-03-03,97099 km
31473,Geely Picanto Sport,920224.97,Toyota Certified Pre-Owned,2024-03-26,77962 km
31474,CHEVROLET VIOS,871093.11 php,SM Auto,2024-03-01,184590 km
31475,Hyundai D-Max,948403.37,Honda Cars Pre-Owned,2024-03-06,242033 km
31476,toyota hr-v sport,475911.32,SM Auto,2024-03-07,58251 kms
31477,Nissan Wigo Sport,$1547169.53,SM Auto,2024-03-25,
31478,geely almera,1884210.07,Toyota Certified Pre-Owned,2024-03-15,
31479,FORD SPORTAGE AT RUSH,648061.11,OLX,2024-03-27,209328 km
31480,Nissan  Picanto,1408396.33 php,Local Dealer,2024-03-07,119902 km
31481,Suzuki Vios,$1118458.34,OLX,2024-03-09,"185,997 KM"
31482,Honda Navara Sport,1108590.24,Local Dealer,2024-03-21,191341 kms
31483,Chevrolet Ranger Preowned,1531858.04,Facebook Marketplace,2024-03-16,146261 km
31484,Nissan  EcoSport  AT  NEGO,1674515.68,Honda Cars Pre-Owned,2024-03-14,185399 km
31485,Mitsubishi  Accent  RUSH,,Local Dealer,2024-03-23,54535km
31486,hyundai d-max,,Local Dealer,2024-03-06,91557km
31487,SUZUKI FORTUNER GLX,101276598,Honda Cars Pre-Owned,2024-03-20,75874 km
31488,Foton MU-X URGENT,"791711,60",Toyota Certified Pre-Owned,2024-03-23,30845 km
31489,Mazda D-Max Certiied,$1690457.89,Toyota Certified Pre-Owned,2024-03-19,121474 km
31490,Ford  Ranger  Negotiable,"226582,21",Honda Cars Pre-Owned,2024-03-28,162827 km
31491,Hyundai Xpander MT,857235.02 php,SM Auto,2024-03-20,62107 kms
31492,hyundai hr-v gxl negotiable,$629282.30,Carmudi,2024-03-06,69753 km
31493,Honda Montero Sport Nego,804586.96,Carmudi,2024-03-08,13470km
31494,mitsubishi navara le,239085.12,SM Auto,2024-03-26,
31495,mitsubishi d-max vgt negotiable,581689.36 php,SM Auto,2024-03-03,209870 km
31496,ISUZU ERTIGA,1738528.30,SM Auto,2024-03-04,116232 kms
31497,Kia Picanto,1022971.90 php,Toyota Certified Pre-Owned,2024-03-26,59246 km
31498,toyota br-v,,Local Dealer,2024-03-27,199862 kms
31499,nissan wigo sport,184297.84,Local Dealer,2024-03-20,227129 km
31500,NISSAN ERTIGA,,SM Auto,2024-03-26,"33,423 KM"
31501,mazda ranger,,Honda Cars Pre-Owned,2024-03-06,224455km
31502,Hyundai Ranger,1931575.94,OLX,2024-03-26,
31503,FORD D-MAX,$1940766.69,Carmudi,2024-03-21,
31504,HONDA ACCENT SPORT,1922301.61,Honda Cars Pre-Owned,2024-03-09,16481 km
31505,Mitsubishi Montero Sport,632176.95,Carmudi,2024-03-02,209119 kms
31506,Foton  CX-5,1529962.48,Honda Cars Pre-Owned,2024-03-22,107158 km
31507,chevrolet xpander le,535504.31,AutoDeal,2024-03-03,
31508,KIA WIGO XLE,1259276.95,Toyota Certified Pre-Owned,2024-03-26,"82,999 KM"
31509,hyundai vios sport,989312.80,Carmudi,2024-03-16,109723 km
31510,toyota navara le,1346030.63,Facebook Marketplace,2024-03-08,32485 km
31511,FORD TUCSON VGT,"1535128,35",AutoDeal,2024-03-15,137698 km
31512,kia mu-x vgt,1623920.75,Toyota Certified Pre-Owned,2024-03-19,248325 km
31513,Chevrolet MU-X,,AutoDeal,2024-03-12,240348 km
31514,isuzu fortuner,611565.43,Toyota Certified Pre-Owned,2024-03-05,11329 kms
31515,CHEVROLET ALMERA,1742066.87,AutoDeal,2024-03-15,12929 km
31516,Toyota CX-5 URGENT,"404210,83",OLX,2024-03-09,132533 km
31517,ISUZU XPANDER LE,1340395.14,SM Auto,2024-03-15,116776 kms
31518,Isuzu Ranger,1121685.05,Facebook Marketplace,2024-03-09,
31519,Mazda Picano AT,"183625,02",Carmudi,2024-03-08,193649 km
31520,Ford Vios LE,853951.56,SM Auto,2024-03-09,42746km
31521,Foton City GL,492852.67,Toyota Certified Pre-Owned,2024-03-10,82283 km
31522,isuzu tucson,"1300426,32",OLX,2024-03-24,162937 kms
31523,Ford  Ertiga,959208.32,Facebook Marketplace,2024-03-08,107613km
31524,Isuzu  BR-V  GL,955169.05,Honda Cars Pre-Owned,2024-03-10,106730 km
31525,TOYOTA D-MAX CERTIFIED,"1652208,39",OLX,2024-03-01,13396 kms
31526,HYUNDAI CIVIC NEGO,1377249.91,Carmudi,2024-03-20,
31527,Nissan Tucson VGT,1446955.50,Toyota Certified Pre-Owned,2024-03-01,55721km
31528,KIA WIGO,437191.04,AutoDeal,2024-03-14,"110,191 KM"
31529,Toyota D-Max GLX,1524681.52,Carmudi,2024-03-05,191062 km
31530,Chevrolet Civic AT RUSH,863689.15,Toyota Certified Pre-Owned,2024-03-12,127134km
31531,Chevrolet Fortner VGT,999401.21 php,Facebook Marketplace,2024-03-13,58437 km
31532,ford d-max at nego,"498633,93",Facebook Marketplace,2024-03-25,222471km
31533,MG D-Max,1109084.26,Carmudi,2024-03-19,100502 kms
31534,suzuki city,966863.19,AutoDeal,2024-03-27,
31535,Kia HR-V,$1663926.72,Carmudi,2024-03-05,13065 km
31536,Toyota  Mirage,752788.14,SM Auto,2024-03-04,
31537,Mazda Accent GL,"1135139,57",Local Dealer,2024-03-23,72717km
31538,mitsubishi picanto le,34955336,Toyota Certified Pre-Owned,2024-03-09,22158 kms
31539,Kia Navra XLE,1228759.18 php,Honda Cars Pre-Owned,2024-03-05,152158 km
31540,mitsubishi ranger le urgent,$1722598.80,Carmudi,2024-03-05,150784 km
31541,Foton HR-V,1600258.28,Facebook Marketplace,2024-03-12,67704 km
31542,Nissan  Mirage  XLE,,Carmudi,2024-03-12,70186 km
31543,Mazd Fortuner LE,250524.05,SM Auto,2024-03-22,108000km
31544,Toyota Ranger LE Preowned,1591937.24,OLX,2024-03-13,212850 km
31545,Geely Almera AT URGENT,1759548.48,SM Auto,2024-03-25,80603km
31546,Chevrolet Picanto Negotiable,159760.74,OLX,2024-03-28,129362 km
31547,Ford Ranger,1655699.35,Carmudi,2024-03-19,131132 km
31548,Honda  Wigo  MT,,Local Dealer,2024-03-03,
31549,isuzu wigo glx,322327.61,Toyota Certified Pre-Owned,2024-03-04,117823 km
31550,Nissan Montero Sport XE,"1268362,96",SM Auto,2024-03-10,223571 km
31551,Nissan  Innova,1517359.86,AutoDeal,2024-03-06,228581 kms
31552,SUZUKI ALMERA URGENT,$642486.92,OLX,2024-03-21,44841 km
31553,Foton BR-V,1947233.53,Honda Cars Pre-Owned,2024-03-14,18484 km
31554,mazda xpander glx nego,322177.05,Carmudi,2024-03-28,65114 km
31555,NISSAN ECOSPORT,991365.51,AutoDeal,2024-03-08,219891 km
31556,kia mu-x mt,1433385.43,Facebook Marketplace,2024-03-07,30104 km
31557,Suzui Innova,848173.55,AutoDeal,2024-03-06,76532 km
31558,suzuki fortuner glx,1105910.34,Facebook Marketplace,2024-03-02,9621 km
31559,Mitsubishi EcoSport,1105552.84,Local Dealer,2024-03-22,205224 km
31560,Isuzu Xpander,1340213.18,SM Auto,2024-03-05,29697 km
31561,HYUNDAI NAVARA XLE,196905092,Honda Cars Pre-Owned,2024-03-03,"214,506 KM"
31562,HONDA CITY LE,335674.18 php,Local Dealer,2024-03-18,105013 kms
31563,nissan d-max at rush,413723.93,AutoDeal,2024-03-13,195934 km
31564,Geely HRV GXL Nego,,OLX,2024-03-17,22423 kms
31565,Kia Xpander Certified,409927.88,SM Auto,2024-03-04,65026 km
31566,chevrolet fortuner at,,Carmudi,2024-03-03,128691 km
31567,toyota tucson,"608316,06",Toyota Certified Pre-Owned,2024-03-02,81881 km
31568,Fotn Xpander LE,413171.27 php,Honda Cars Pre-Owned,2024-03-23,
31569,Chevrolet CX- AT,209544.84,AutoDeal,2024-03-12,67923 km
31570,TOYOTA NAVARA,720829.61 php,Local Dealer,2024-03-20,4238 km
31571,Hyundai D-Max,"1800949,87",Carmudi,2024-03-06,"100,461 KM"
31572,Mazda  Tucson  Sport,,Local Dealer,2024-03-08,101656 km
31573,honda montero sport gxl nego,1233018.21,Local Dealer,2024-03-17,128221 km
31574,MITSUBISHI CIVIC AT,,SM Auto,2024-03-27,75551km
31575,Chevrolet CR-V Certified,1195426.12,SM Auto,2024-03-14,76100 km
31576,FOTON BR-V GLX,"571778,95",OLX,2024-03-11,210788km
31577,Honda Vios GLX URGENT,839321.22,Local Dealer,2024-03-10,121061 km
31578,KIA XPANDER GL,249382.46,Honda Cars Pre-Owned,2024-03-27,180140 km
31579,SUZUKI D-MAX,22225409,Honda Cars Pre-Owned,2024-03-14,192135 km
31580,kia montero sport,1359445.87,Toyota Certified Pre-Owned,2024-03-13,197388 km
31581,TOYOTA ALMERA,1629065.58,AutoDeal,2024-03-14,"164,932 KM"
31582,Foton MU-X Sport Negotiable,"1978581,97",AutoDeal,2024-03-07,32636 km
31583,ISUZU NAVARA,1936863.12 php,Local Dealer,2024-03-14,218022 kms
31584,ford ecosport nego,$203421.85,Carmudi,2024-03-27,41182km
31585,KIA WIGO MT,760297.05,Toyota Certified Pre-Owned,2024-03-02,185697 km
31586,Kia  Wigo  Sport,"1411508,87",OLX,2024-03-01,
31587,suzuki accent,"663795,26",Local Dealer,2024-03-06,218489 km
31588,isuzu mu-x,1388215.51 php,OLX,2024-03-27,241339 km
31589,mg ecosport gl,672285.64,SM Auto,2024-03-20,52718 km
31590,MG Navara AT,1715148.12,Local Dealer,2024-03-16,102176 km
31591,Suzuki CX-5,$1234398.74,Honda Cars Pre-Owned,2024-03-23,21675 km
31592,Suzuki Navara,$1718738.32,Carmudi,2024-03-14,65198 km
31593,Mazda BR-V,491004.99,SM Auto,2024-03-25,143441 km
31594,Mazda Fortuner,569408.99,Honda Cars Pre-Owned,2024-03-01,
31595,Foton City,1810725.86,AutoDeal,2024-03-24,54952 km
31596,foton wigo,1572033.66,SM Auto,2024-03-12,185521 km
31597,Toyota Sportage NEG,"360254,23",Honda Cars Pre-Owned,2024-03-05,99306 km
31598,Geely  Innova,1345260.96,SM Auto,2024-03-07,"230,751 KM"
31599,Chevrolet BR-V URGENT,810265.22,Local Dealer,2024-03-22,
31600,Geely Fortuner,1130698.28,OLX,2024-03-02,202615 km
31601,Hyundai Ranger,732766.32,Facebook Marketplace,2024-03-05,171944 km
31602,HONDA HR-V AT,,SM Auto,2024-03-24,140468 km
31603,MITSUBISHI RANGER AT URGENT,,Facebook Marketplace,2024-03-13,"112,779 KM"
31604,kia ranger,661347.72 php,Facebook Marketplace,2024-03-18,239655 km
31605,Isuzu Vios,1328150.76,Honda Cars Pre-Owned,2024-03-22,241319 km
31606,Kia Montero Sport GLX NEGO,34951778,Honda Cars Pre-Owned,2024-03-16,185262 km
31607,GEELY D-MAX LE,154436.39,AutoDeal,2024-03-14,168557 km
31608,Isuzu Innova LE,,Local Dealer,2024-03-16,"63,412 KM"
31609,FORD PICANTO NEGO,1294066.90,SM Auto,2024-03-11,227797km
31610,Kia D-Max Preowned,1179574.20,OLX,2024-03-01,15889 km
31611,Ford CX-5,1293737.66,Toyota Certified Pre-Owned,2024-03-08,194561 km
31612,Kia Montero Sport XLE,55848924,Facebook Marketplace,2024-03-23,"175,300 KM"
31613,Honda  Mirage  GLX  RUSH,,Honda Cars Pre-Owned,2024-03-17,244242 kms
31614,mg hr-v mt,785215.91,SM Auto,2024-03-07,119264 km
31615,toyota d-max urgent,1435673.42,Facebook Marketplace,2024-03-25,136428 km
31616,Chevrolet Accent,1078602.60 php,Local Dealer,2024-03-27,4340km
31617,Kia R-V GL,181006309,Local Dealer,2024-03-01,135591 km
31618,suzuki accent glx,"1652992,10",Carmudi,2024-03-27,"225,021 KM"
31619,honda vios xle,862505.58 php,SM Auto,2024-03-04,90605 km
31620,mitsubishi sportage,,OLX,2024-03-27,37009 kms
31621,Geely BR-V AT,476461.83,SM Auto,2024-03-20,84971 km
31622,MG MIRAGE AT,"404360,23",AutoDeal,2024-03-26,115071 km
31623,HONDA D-MAX,887123.46 php,Toyota Certified Pre-Owned,2024-03-02,14396 km
31624,SUZUKI CX-5 MT,"302329,12",Carmudi,2024-03-23,207397 km
31625,Honda CX-5 XL,0,OLX,2024-03-07,196749 km
31626,Hyundai Ranger XLE,921827.79,SM Auto,2024-03-15,224635 km
31627,foton ecosport,218409.88,Honda Cars Pre-Owned,2024-03-16,79593 km
31628,NISSAN D-MAX GLX,270406.85 php,Carmudi,2024-03-21,57536 km
31629,Mazda City GXL URGENT,450025.17,Honda Cars Pre-Owned,2024-03-23,
31630,mazda ecosport,$1306176.99,Toyota Certified Pre-Owned,2024-03-18,64021 km
31631,SUZUKI CR-V,196395.19,Local Dealer,2024-03-07,92870 km
31632,Toyota Vios,"1219861,28",OLX,2024-03-16,106966 km
31633,SUZUKI INNOVA GL URGENT,1186234.50,SM Auto,2024-03-23,204425 km
31634,Hyudai D-Max,1875895.07,OLX,2024-03-11,98611 km
31635,toyota civic at,"277228,19",Toyota Certified Pre-Owned,2024-03-11,"163,192 KM"
31636,Mazda Mirage GXL,"341254,00",Facebook Marketplace,2024-03-11,22197 km
31637,MG BR-V Preowned,1380197.77 php,Facebook Marketplace,2024-03-16,205747 km
31638,FOTON MU-X,0,Toyota Certified Pre-Owned,2024-03-01,128626 km
31639,Geely EcoSport GXL,639701.75,SM Auto,2024-03-03,117912 km
31640,HONDA XPANDER,1297301.56,Toyota Certified Pre-Owned,2024-03-20,4541 km
31641,Mazda Picanto RUSH,983159.24,Toyota Certified Pre-Owned,2024-03-21,95511 km
31642,Toyota Innova XLE,143296853,Toyota Certified Pre-Owned,2024-03-28,108315km
31643,Hyundai EcoSport Sport,"913851,14",Carmudi,2024-03-24,41794 km
31644,MG Fortner,852300.41,SM Auto,2024-03-06,237959km
31645,FORD ALMERA,"1995269,49",AutoDeal,2024-03-03,68999 kms
31646,chevrolet ranger,1827843.93,Carmudi,2024-03-28,126755 km
31647,mazda d-max,1927126.74,Local Dealer,2024-03-18,19237 km
31648,NISSAN CITY GXL,937297.51,OLX,2024-03-04,165310 km
31649,GEELY PICANTO,960192.28,Local Dealer,2024-03-20,"187,975 KM"
31650,MITSUBISHI PICANTO LE,1541420.56,Toyota Certified Pre-Owned,2024-03-19,56181km
31651,GEELY MU-X PREOWNED,"1452567,42",SM Auto,2024-03-18,
31652,Mitsubishi Ertiga XLE,1649589.90,OLX,2024-03-26,96730 km
31653,chevrolet almera preowned,$718980.12,Toyota Certified Pre-Owned,2024-03-21,55146 km
31654,Geely HR-V VGT,$216983.80,AutoDeal,2024-03-06,194243km
31655,CHEVROLET FORTUNER NEGO,"1738581,69",AutoDeal,2024-03-24,51577 km
31656,mg br-v gl nego,1770939.99,Local Dealer,2024-03-02,232445 kms
31657,Suzuki EcoSport GLX,$1663974.02,SM Auto,2024-03-27,
31658,mg ertiga,323205.16,Carmudi,2024-03-18,13085 km
31659,MG Montero Sport GL,303101.38,Toyota Certified Pre-Owned,2024-03-06,149299 km
31660,Foton HR-V GL,382760.34 php,AutoDeal,2024-03-28,2689 km
31661,mg mirage nego,383177.82 php,Local Dealer,2024-03-19,219714 km
31662,hyundai mirage,671095.24,AutoDeal,2024-03-06,211447 kms
31663,ford ecosport,1651829.88,SM Auto,2024-03-17,27481 km
31664,ford fortuner,1414036.33,Toyota Certified Pre-Owned,2024-03-20,115938 kms
31665,kia d-max gl,1112582.23,Carmudi,2024-03-17,111500 km
31666,Chevrolet Innova Certified,21852988,Honda Cars Pre-Owned,2024-03-25,100166 km
31667,CHEVROLET FORTUNER,176795615,OLX,2024-03-27,193063 kms
31668,Chevrolet MU-X GLX,1953408.86,OLX,2024-03-22,
31669,GEELY INNOVA,540425.61,Carmudi,2024-03-02,247065 km
31670,Kia Tucson Sport,634736.41,Carmudi,2024-03-26,
31671,Toyota HR-V,"1976869,98",Local Dealer,2024-03-19,117154 km
31672,Mazda  CR-V,1750914.54,Carmudi,2024-03-07,
31673,hyundai montero sport nego,1047770.87,SM Auto,2024-03-23,8865 km
31674,MG Navara GL,909432.60,Local Dealer,2024-03-27,99028 km
31675,chevrolet mirage,639758.31,Honda Cars Pre-Owned,2024-03-01,78176 km
31676,KIA INNOVA GL,743609.54,SM Auto,2024-03-07,47122 km
31677,Foton  Ertiga,894423.11,Local Dealer,2024-03-10,51405 km
31678,geely fortuner glx rush,1058107.11 php,Local Dealer,2024-03-14,171404 km
31679,kia ranger,245739.12 php,AutoDeal,2024-03-22,"209,350 KM"
31680,Ford Ertiga,771875.22,OLX,2024-03-09,44759km
31681,Isuzu CX-5 LE URGENT,"1166042,86",Local Dealer,2024-03-16,79053 kms
31682,Toyota  Montero  Sport  XLE  Certified,376285.63,AutoDeal,2024-03-27,
31683,Toyota  CR-V  XLE,1102055.97,AutoDeal,2024-03-27,
31684,isuzu city,289975.59 php,Honda Cars Pre-Owned,2024-03-28,147192 km
31685,MAZDA PICANTO NEGO,919005.63,Toyota Certified Pre-Owned,2024-03-06,166770 km
31686,TOYOTA TUCSON,$1535536.47,Facebook Marketplace,2024-03-16,120117km
31687,suzu CX-5 Preowned,1734801.52 php,SM Auto,2024-03-13,46670 km
31688,Ford  Montero  Sport,816182.44,Facebook Marketplace,2024-03-13,13245 km
31689,ford cr-v,1030118.52,Toyota Certified Pre-Owned,2024-03-23,6689 kms
31690,Mazda Fortuer,522429.28,SM Auto,2024-03-08,59233 km
31691,Toyota  Ertiga,70847397,Local Dealer,2024-03-26,19252km
31692,Foton Mirage GXL Certified,"1969377,27",SM Auto,2024-03-08,36387 km
31693,MITSUBISHI PICANTO SPORT,1830900.84,AutoDeal,2024-03-05,81380 kms
31694,mitsubishi ertiga,472486.52,Toyota Certified Pre-Owned,2024-03-14,
31695,ford vios nego,"716759,78",OLX,2024-03-09,42003 km
31696,Foton Innova GXL,578387.66,Facebook Marketplace,2024-03-15,
31697,ISUZU INNOVA URGENT,1043407.55,Honda Cars Pre-Owned,2024-03-02,110622 km
31698,suzuki navara,$231698.40,SM Auto,2024-03-14,86264 km
31699,Geely D-Max,193175.77 php,Toyota Certified Pre-Owned,2024-03-16,119707 km
31700,Foton EoSport,$1769145.59,Facebook Marketplace,2024-03-11,101018km
31701,suzuki cr-v,945169.15 php,Honda Cars Pre-Owned,2024-03-17,179826km
31702,suzuki innova gxl,1577410.10,SM Auto,2024-03-22,211170 km
31703,FORD ALMERA PREOWNED,1437248.69,Local Dealer,2024-03-27,"150,690 KM"
31704,SUZUKI MU-X VGT,370673.88,SM Auto,2024-03-19,98880 km
31705,Ford Ranger LE,"1575718,65",SM Auto,2024-03-21,171090 km
31706,geely city gxl,1542035.35 php,AutoDeal,2024-03-06,171157 km
31707,ford navara,,SM Auto,2024-03-01,
31708,geely mu-x,416658.45,Carmudi,2024-03-24,234972 km
31709,isuzu fortuner,1804030.96,Facebook Marketplace,2024-03-18,"233,251 KM"
31710,Chevrolet HR-V URGENT,922299.83,SM Auto,2024-03-10,210139 km
31711,Toyota Innova Negotiable,514790.14,SM Auto,2024-03-11,117595km
31712,Toyota BR-V XLE,0,Honda Cars Pre-Owned,2024-03-17,225753 kms
31713,Foton Almera,840869.99,Carmudi,2024-03-19,53689 kms
31714,mazda civic,$1726676.99,SM Auto,2024-03-05,242736 km
31715,mazda ranger vgt,983758.66,Local Dealer,2024-03-19,71442 km
31716,mg cx-5 vgt nego,1697596.67,OLX,2024-03-27,"189,281 KM"
31717,HONDA ERTIGA,1317167.37,SM Auto,2024-03-07,94643 km
31718,Mazda MU-X VGT RUS,,Carmudi,2024-03-13,77136 km
31719,Hyundai  Navara  URGENT,$1134451.48,Honda Cars Pre-Owned,2024-03-11,110309 km
31720,FOTON TUCSON NEGO,601944.46 php,AutoDeal,2024-03-01,133582 km
31721,Chevrolet lmera XLE,"530193,05",SM Auto,2024-03-07,"57,457 KM"
31722,Suzuki Mirage,1568791.39,OLX,2024-03-05,218312 km
31723,toyota cx-5 mt,524614.97,Facebook Marketplace,2024-03-23,146451 km
31724,mazda wigo mt,923880.67,Carmudi,2024-03-23,37575 kms
31725,chevrolet montero sport,1206985.29,AutoDeal,2024-03-25,3701 km
31726,kia city,382307.59,Carmudi,2024-03-25,230658 km
31727,Honda City,$1878775.12,Toyota Certified Pre-Owned,2024-03-12,28895 km
31728,mg civic,460133.96,AutoDeal,2024-03-27,143758 km
31729,MG HR-V,"1945211,93",Toyota Certified Pre-Owned,2024-03-21,10515km
31730,Chevrolet Tucson GLX,788057.56,AutoDeal,2024-03-20,"140,444 KM"
31731,geely ecosport negotiable,"151143,40",Facebook Marketplace,2024-03-02,
31732,KIA HR-V XLE NEGO,652610.26,OLX,2024-03-27,"32,948 KM"
31733,toyota cx-5 mt,$1121571.99,OLX,2024-03-10,48816 km
31734,Nissan City NEGO,1835421.02,Honda Cars Pre-Owned,2024-03-12,138922 km
31735,MAZDA INNOVA,"282118,10",SM Auto,2024-03-02,134256 km
31736,mg ranger,1650903.06,Honda Cars Pre-Owned,2024-03-10,135383 km
31737,Nissan Vios,1129057.79,Local Dealer,2024-03-06,38127 km
31738,Geely MU-X,"566953,20",Carmudi,2024-03-14,97965km
31739,foton navara,"468998,69",OLX,2024-03-14,146050 km
31740,Geely  City  VGT  URGENT,"501856,76",Toyota Certified Pre-Owned,2024-03-11,188169 km
31741,mazda mu-x,1405328.11,Local Dealer,2024-03-06,224565 km
31742,Hyundai Wigo GXL Nego,1290769.50,Toyota Certified Pre-Owned,2024-03-06,136741 kms
31743,SUZUKI MU-X,534808.27 php,SM Auto,2024-03-11,35729 km
31744,Mitsubishi  EcoSport,1219918.56,AutoDeal,2024-03-06,33166 km
31745,chevrolet mu-x,775868.84 php,Local Dealer,2024-03-01,237968 km
31746,Ford  Tucson  Certified,1264536.40,Carmudi,2024-03-24,246823 km
31747,ChevroletVios GLX,447316.81 php,Toyota Certified Pre-Owned,2024-03-05,"86,816 KM"
31748,Foton  Fortuner  GXL,1378800.16 php,Carmudi,2024-03-07,"30,963 KM"
31749,Geely Accent GL,689216.29,Toyota Certified Pre-Owned,2024-03-20,
31750,geely d-max nego,387298.34,Honda Cars Pre-Owned,2024-03-12,118639 km
31751,Tyota MU-X,451092.87,AutoDeal,2024-03-16,89312 km
31752,honda fortuner certified,272723.03,SM Auto,2024-03-09,213357 kms
31753,Isuzu MU-X,"430990,61",SM Auto,2024-03-18,
31754,nissan ertiga certified,1774945.42,SM Auto,2024-03-23,147768 km
31755,Toyota Almera,1042361.11,Local Dealer,2024-03-18,103158 kms
31756,Mazda Mntero Sport GXL,1909238.15,Facebook Marketplace,2024-03-27,206907 kms
31757,Honda Fortuner,1634100.99 php,Toyota Certified Pre-Owned,2024-03-10,76312 kms
31758,Kia Fortuner LE,1520899.49,AutoDeal,2024-03-07,223705 km
31759,Mitsubishi EcoSport L,220889.24,Toyota Certified Pre-Owned,2024-03-05,"67,044 KM"
31760,Suzuki Sportae,354590.42,Carmudi,2024-03-16,"170,241 KM"
31761,Toyota Wio VGT Preowned,160373391,Toyota Certified Pre-Owned,2024-03-13,74906 km
31762,GEELY ECOSPORT,$574590.41,Toyota Certified Pre-Owned,2024-03-09,111286 km
31763,Isuzu  HR-V  GXL,1587561.33,AutoDeal,2024-03-04,24580km
31764,FORD CIVIC,136508811,Toyota Certified Pre-Owned,2024-03-01,
31765,Geely  Tucson  LE,1233799.59,Local Dealer,2024-03-19,"223,515 KM"
31766,mitsubishi cr-v,610728.14 php,Carmudi,2024-03-28,
31767,Mazda Cit Sport,441187.40 php,Toyota Certified Pre-Owned,2024-03-16,10742 km
31768,isuzu cx-5,725690.24,Local Dealer,2024-03-28,161475 km
31769,hyundai tucson,217835.05,Toyota Certified Pre-Owned,2024-03-06,95092 km
31770,mitsubishi br-v,1586457.59,OLX,2024-03-01,129324km
31771,MITSUBISHI WIGO URGENT,1194710.17,SM Auto,2024-03-05,240643 km
31772,HYUNDAI PICANTO MT,,Carmudi,2024-03-13,228102 km
31773,Hyundai  City,282689.07,Carmudi,2024-03-22,11046 km
31774,Geely  Almera,1291300.42,AutoDeal,2024-03-10,222404 km
31775,nissan fortuner glx,1794751.47,OLX,2024-03-16,"178,077 KM"
31776,HONDA ALMERA,1304695.91 php,Carmudi,2024-03-10,67848km
31777,isuzu d-max urgent,$722736.39,OLX,2024-03-23,
31778,Geely Almera XLE,1464160.06,Toyota Certified Pre-Owned,2024-03-24,216492 km
31779,suzuki cx-5 le,"612354,81",Honda Cars Pre-Owned,2024-03-22,134374 km
31780,Kia Innova AT,1355631.23,OLX,2024-03-09,224025 km
31781,Foton Ertiga GL,1804306.27,SM Auto,2024-03-17,132906 km
31782,suzuki hr-v,1548495.64,Carmudi,2024-03-19,84132km
31783,HONDA MU-X LE,1567279.37,Facebook Marketplace,2024-03-24,"110,254 KM"
31784,suzu CX-5 GXL,,AutoDeal,2024-03-17,160535 km
31785,FOTON ERTIGA VGT,35470696,Local Dealer,2024-03-04,124136 km
31786,chevrolet wigo mt,"1234105,93",Honda Cars Pre-Owned,2024-03-15,11675 kms
31787,foton tucson sport,"751624,22",AutoDeal,2024-03-23,
31788,Chevrolet Montero Sport GLX,1973913.50,OLX,2024-03-09,"101,967 KM"
31789,Chevrolet Eriga,$548746.81,Carmudi,2024-03-13,187985 km
31790,Foton EcoSport,539958.27,SM Auto,2024-03-12,147825 km
31791,Iszu BR-V XLE,1137029.77,OLX,2024-03-05,88370 km
31792,chevrolet cr-v negotiable,1301647.36,SM Auto,2024-03-20,242052 kms
31793,chevrolet tucson,$1859234.02,Local Dealer,2024-03-07,36688 km
31794,geely tucson,717265.37,Carmudi,2024-03-14,10652 km
31795,Hyundai Mirage XLE,"899045,70",Local Dealer,2024-03-02,246255 km
31796,kia tucson,1718438.35,Honda Cars Pre-Owned,2024-03-13,38945 km
31797,toyota picanto vgt,1305753.45,Carmudi,2024-03-28,66648 km
31798,MG Vios NEGO,717537.35,OLX,2024-03-28,162048 km
31799,Chevrolet Picanto GLX,303798.14,Local Dealer,2024-03-13,"216,452 KM"
31800,Geely Innova GLX,625043.98,AutoDeal,2024-03-19,16220 km
31801,Kia  CR-V  Sport,772213.98,Honda Cars Pre-Owned,2024-03-05,168361 km
31802,MITSUBISHI NAVARA SPORT,1509433.33,OLX,2024-03-13,35459 kms
31803,Mitsubishi Ertiga,1782013.48 php,Toyota Certified Pre-Owned,2024-03-14,72057 km
31804,MGHR-V Nego,960451.29,Facebook Marketplace,2024-03-18,90110 km
31805,hyundai ranger vgt,615202.52,Facebook Marketplace,2024-03-17,168607 km
